0	0	0	0	4.78507
0	0	0	1	0.74138
0	0	0	2	1000
0	0	0	3	1000
0	0	0	4	1000
0	0	0	5	0.121785
0	0	0	6	0.121785
0	0	1	0	0.74138
0	0	1	1	1.11895
0	0	1	2	1000
0	0	1	3	1000
0	0	1	4	1000
0	0	1	5	0.313334
0	0	1	6	0.313334
0	0	2	0	1000
0	0	2	1	1000
0	0	2	2	1.11581
0	0	2	3	1000
0	0	2	4	1000
0	0	2	5	0.183539
0	0	2	6	-0.183539
0	0	3	0	1000
0	0	3	1	1000
0	0	3	2	1000
0	0	3	3	1.11581
0	0	3	4	1000
0	0	3	5	0.143396
0	0	3	6	0.143396
0	0	4	0	1000
0	0	4	1	1000
0	0	4	2	1000
0	0	4	3	1000
0	0	4	4	1.11581
0	0	4	5	1000
0	0	4	6	1000
0	0	5	0	0.121785
0	0	5	1	0.313334
0	0	5	2	0.183539
0	0	5	3	0.143396
0	0	5	4	1000
0	0	5	5	0.470723
0	0	5	6	0.105864
0	0	6	0	0.121785
0	0	6	1	0.313334
0	0	6	2	-0.183539
0	0	6	3	0.143396
0	0	6	4	1000
0	0	6	5	0.105864
0	0	6	6	0.470723
0	1	0	0	0.74138
0	1	0	1	0.136873
0	1	0	2	1000
0	1	0	3	1000
0	1	0	4	1000
0	1	0	5	0.0223092
0	1	0	6	0.0223092
0	1	1	0	0.136873
0	1	1	1	0.256633
0	1	1	2	1000
0	1	1	3	1000
0	1	1	4	1000
0	1	1	5	0.0728401
0	1	1	6	0.0728401
0	1	2	0	1000
0	1	2	1	1000
0	1	2	2	0.256684
0	1	2	3	1000
0	1	2	4	1000
0	1	2	5	0.0431977
0	1	2	6	-0.0431977
0	1	3	0	1000
0	1	3	1	1000
0	1	3	2	1000
0	1	3	3	0.256684
0	1	3	4	1000
0	1	3	5	0.0337498
0	1	3	6	0.0337498
0	1	4	0	1000
0	1	4	1	1000
0	1	4	2	1000
0	1	4	3	1000
0	1	4	4	0.256684
0	1	4	5	1000
0	1	4	6	1000
0	1	5	0	0.0223092
0	1	5	1	0.0728401
0	1	5	2	0.0431977
0	1	5	3	0.0337498
0	1	5	4	1000
0	1	5	5	0.111192
0	1	5	6	0.0248476
0	1	6	0	0.0223092
0	1	6	1	0.0728401
0	1	6	2	-0.0431977
0	1	6	3	0.0337498
0	1	6	4	1000
0	1	6	5	0.0248476
0	1	6	6	0.111192
0	2	0	0	1000
0	2	0	1	1000
0	2	0	2	0.0244774
0	2	0	3	1000
0	2	0	4	1000
0	2	0	5	0.000807385
0	2	0	6	-0.000807385
0	2	1	0	1000
0	2	1	1	1000
0	2	1	2	0.0378086
0	2	1	3	1000
0	2	1	4	1000
0	2	1	5	0.00431716
0	2	1	6	-0.00431716
0	2	2	0	0.0244774
0	2	2	1	0.0378086
0	2	2	2	1000
0	2	2	3	1000
0	2	2	4	1000
0	2	2	5	0.00964473
0	2	2	6	0.00964473
0	2	3	0	1000
0	2	3	1	1000
0	2	3	2	1000
0	2	3	3	1000
0	2	3	4	1000
0	2	3	5	0.00174492
0	2	3	6	-0.00174492
0	2	4	0	1000
0	2	4	1	1000
0	2	4	2	1000
0	2	4	3	1000
0	2	4	4	1000
0	2	4	5	1000
0	2	4	6	1000
0	2	5	0	0.000807385
0	2	5	1	0.00431716
0	2	5	2	0.00964473
0	2	5	3	0.00174492
0	2	5	4	1000
0	2	5	5	0.00811543
0	2	5	6	1000
0	2	6	0	-0.000807385
0	2	6	1	-0.00431716
0	2	6	2	0.00964473
0	2	6	3	-0.00174492
0	2	6	4	1000
0	2	6	5	1000
0	2	6	6	-0.00811543
0	3	0	0	1000
0	3	0	1	1000
0	3	0	2	1000
0	3	0	3	0.0244774
0	3	0	4	1000
0	3	0	5	0.000630798
0	3	0	6	0.000630798
0	3	1	0	1000
0	3	1	1	1000
0	3	1	2	1000
0	3	1	3	0.0378086
0	3	1	4	1000
0	3	1	5	0.00337294
0	3	1	6	0.00337294
0	3	2	0	1000
0	3	2	1	1000
0	3	2	2	1000
0	3	2	3	1000
0	3	2	4	1000
0	3	2	5	0.00174492
0	3	2	6	-0.00174492
0	3	3	0	0.0244774
0	3	3	1	0.0378086
0	3	3	2	1000
0	3	3	3	1000
0	3	3	4	1000
0	3	3	5	0.00877461
0	3	3	6	0.00877461
0	3	4	0	1000
0	3	4	1	1000
0	3	4	2	1000
0	3	4	3	1000
0	3	4	4	1000
0	3	4	5	1000
0	3	4	6	1000
0	3	5	0	0.000630798
0	3	5	1	0.00337294
0	3	5	2	0.00174492
0	3	5	3	0.00877461
0	3	5	4	1000
0	3	5	5	0.00634047
0	3	5	6	0.00178049
0	3	6	0	0.000630798
0	3	6	1	0.00337294
0	3	6	2	-0.00174492
0	3	6	3	0.00877461
0	3	6	4	1000
0	3	6	5	0.00178049
0	3	6	6	0.00634047
0	4	0	0	1000
0	4	0	1	1000
0	4	0	2	1000
0	4	0	3	1000
0	4	0	4	0.0244774
0	4	0	5	1000
0	4	0	6	1000
0	4	1	0	1000
0	4	1	1	1000
0	4	1	2	1000
0	4	1	3	1000
0	4	1	4	0.0378086
0	4	1	5	1000
0	4	1	6	1000
0	4	2	0	1000
0	4	2	1	1000
0	4	2	2	1000
0	4	2	3	1000
0	4	2	4	1000
0	4	2	5	1000
0	4	2	6	1000
0	4	3	0	1000
0	4	3	1	1000
0	4	3	2	1000
0	4	3	3	1000
0	4	3	4	1000
0	4	3	5	1000
0	4	3	6	1000
0	4	4	0	0.0244774
0	4	4	1	0.0378086
0	4	4	2	1000
0	4	4	3	1000
0	4	4	4	1000
0	4	4	5	0.00741133
0	4	4	6	0.00741133
0	4	5	0	1000
0	4	5	1	1000
0	4	5	2	1000
0	4	5	3	1000
0	4	5	4	0.00741133
0	4	5	5	1000
0	4	5	6	1000
0	4	6	0	1000
0	4	6	1	1000
0	4	6	2	1000
0	4	6	3	1000
0	4	6	4	0.00741133
0	4	6	5	1000
0	4	6	6	1000
0	5	0	0	0.121785
0	5	0	1	0.0223092
0	5	0	2	0.000807385
0	5	0	3	0.000630798
0	5	0	4	1000
0	5	0	5	0.00368311
0	5	0	6	0.00362635
0	5	1	0	0.0223092
0	5	1	1	0.0416116
0	5	1	2	0.00151911
0	5	1	3	0.00118686
0	5	1	4	1000
0	5	1	5	0.0121216
0	5	1	6	0.0117381
0	5	2	0	0.000807385
0	5	2	1	0.00151911
0	5	2	2	0.0416859
0	5	2	3	0.000121849
0	5	2	4	1000
0	5	2	5	0.00748764
0	5	2	6	-0.00666161
0	5	3	0	0.000630798
0	5	3	1	0.00118686
0	5	3	2	0.000121849
0	5	3	3	0.0416252
0	5	3	4	1000
0	5	3	5	0.00584999
0	5	3	6	0.00567057
0	5	4	0	1000
0	5	4	1	1000
0	5	4	2	1000
0	5	4	3	1000
0	5	4	4	0.04153
0	5	4	5	1000
0	5	4	6	1000
0	5	5	0	0.00368311
0	5	5	1	0.0121216
0	5	5	2	0.00748764
0	5	5	3	0.00584999
0	5	5	4	1000
0	5	5	5	0.0186411
0	5	5	6	0.00409177
0	5	6	0	0.00362635
0	5	6	1	0.0117381
0	5	6	2	-0.00666161
0	5	6	3	0.00567057
0	5	6	4	1000
0	5	6	5	0.00409177
0	5	6	6	0.0178909
0	6	0	0	0.121785
0	6	0	1	0.0223092
0	6	0	2	-0.000807385
0	6	0	3	0.000630798
0	6	0	4	1000
0	6	0	5	0.00362635
0	6	0	6	0.00368311
0	6	1	0	0.0223092
0	6	1	1	0.0416116
0	6	1	2	-0.00151911
0	6	1	3	0.00118686
0	6	1	4	1000
0	6	1	5	0.0117381
0	6	1	6	0.0121216
0	6	2	0	-0.000807385
0	6	2	1	-0.00151911
0	6	2	2	0.0416859
0	6	2	3	-0.000121849
0	6	2	4	1000
0	6	2	5	0.00666161
0	6	2	6	-0.00748764
0	6	3	0	0.000630798
0	6	3	1	0.00118686
0	6	3	2	-0.000121849
0	6	3	3	0.0416252
0	6	3	4	1000
0	6	3	5	0.00567057
0	6	3	6	0.00584999
0	6	4	0	1000
0	6	4	1	1000
0	6	4	2	1000
0	6	4	3	1000
0	6	4	4	0.04153
0	6	4	5	1000
0	6	4	6	1000
0	6	5	0	0.00362635
0	6	5	1	0.0117381
0	6	5	2	0.00666161
0	6	5	3	0.00567057
0	6	5	4	1000
0	6	5	5	0.0178909
0	6	5	6	0.00409177
0	6	6	0	0.00368311
0	6	6	1	0.0121216
0	6	6	2	-0.00748764
0	6	6	3	0.00584999
0	6	6	4	1000
0	6	6	5	0.00409177
0	6	6	6	0.0186411
1	0	0	0	0.74138
1	0	0	1	0.136873
1	0	0	2	1000
1	0	0	3	1000
1	0	0	4	1000
1	0	0	5	0.0223092
1	0	0	6	0.0223092
1	0	1	0	0.136873
1	0	1	1	0.256633
1	0	1	2	1000
1	0	1	3	1000
1	0	1	4	1000
1	0	1	5	0.0728401
1	0	1	6	0.0728401
1	0	2	0	1000
1	0	2	1	1000
1	0	2	2	0.256684
1	0	2	3	1000
1	0	2	4	1000
1	0	2	5	0.0431977
1	0	2	6	-0.0431977
1	0	3	0	1000
1	0	3	1	1000
1	0	3	2	1000
1	0	3	3	0.256684
1	0	3	4	1000
1	0	3	5	0.0337498
1	0	3	6	0.0337498
1	0	4	0	1000
1	0	4	1	1000
1	0	4	2	1000
1	0	4	3	1000
1	0	4	4	0.256684
1	0	4	5	1000
1	0	4	6	1000
1	0	5	0	0.0223092
1	0	5	1	0.0728401
1	0	5	2	0.0431977
1	0	5	3	0.0337498
1	0	5	4	1000
1	0	5	5	0.111192
1	0	5	6	0.0248476
1	0	6	0	0.0223092
1	0	6	1	0.0728401
1	0	6	2	-0.0431977
1	0	6	3	0.0337498
1	0	6	4	1000
1	0	6	5	0.0248476
1	0	6	6	0.111192
1	1	0	0	1.11895
1	1	0	1	0.256633
1	1	0	2	1000
1	1	0	3	1000
1	1	0	4	1000
1	1	0	5	0.0416116
1	1	0	6	0.0416116
